Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
"Bandar Menjalara, Kuala Lumpur",380000.0,3,2,1,Condominium,Built-up : 918 sq. ft.,Partly Furnished
"Segambut, Kuala Lumpur",315000.0,3,1,1,Apartment,Built-up : 833 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur",380000.0,3,2,1,Condominium,Built-up : 818 sq. ft.,Partly Furnished
"Bandar Menjalara, Kuala Lumpur",850000.0,3,2,2,Condominium,"Built-up : 1,635 sq. ft.",Partly Furnished
"Sentul, Kuala Lumpur",590000.0,3,2,1,Condominium,"Built-up : 1,275 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur",1250000.0,4,3,2,Condominium,"Built-up : 1,756 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur",2800000.0,5,5,3,Condominium,"Built-up : 2,906 sq. ft.",Fully Furnished
"Sentul, Kuala Lumpur",1000000.0,4,3,2,Condominium,"Built-up : 1,488 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",1200000.0,4,3,2,Condominium,"Built-up : 1,980 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",4054239.0,5,5,3,Condominium,"Built-up : 5,090 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",1985923.0,4,4,2,Condominium,"Built-up : 1,603 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",1451209.0,4,3,2,Condominium,"Built-up : 1,377 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",1715146.0,5,5,2,Condominium,"Built-up : 2,065 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",2250000.0,4,5,3,Condominium,"Built-up : 2,411 sq. ft.",Fully Furnished
"Sentul, Kuala Lumpur",550000.0,3,2,1,Condominium,Land area : 948 sq. ft.,Fully Furnished
"Pandan Indah, Kuala Lumpur",370000.0,3,2,2,Townhouse,"Built-up : 1,270 sq. ft.",Unfurnished
"KL City, Kuala Lumpur",460000.0,4,2,2,Condominium,"Built-up : 1,065 sq. ft.",Unfurnished
"Taman Tun Dr Ismail, Kuala Lumpur",1500000.0,4,3,2,Landed,Land area : 24x75 sq. ft.,Partly Furnished
"Ampang, Kuala Lumpur",800000.0,2,2,2,Condominium,"Built-up : 1,130 sq. ft.",Partly Furnished
"Jalan Kuching, Kuala Lumpur",425000.0,3,2,1,Condominium,Land area : - sq. ft.,Unfurnished
"Setapak, Kuala Lumpur",790000.0,4,2,2,Condominium,"Built-up : 1,230 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",2300000.0,2,2,1,Condominium,"Built-up : 1,076 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur",2700000.0,4,4,3,Landed,"Built-up : 3,207 sq. ft.",Unfurnished
"Sungai Besi, Kuala Lumpur",1250000.0,5,4,2,Landed,Land area : 20x80 sq. ft.,Partly Furnished
"Sri Petaling, Kuala Lumpur",820000.0,4,3,6,Landed,Land area : 22x80 sq. ft.,Partly Furnished
"Taman Desa, Kuala Lumpur",320000.0,3,2,1,Apartment,Built-up : 829 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur",760000.0,3,2,1,Condominium,"Built-up : 1,280 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur",850000.0,3,2,2,Condominium,"Built-up : 1,248 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur",760000.0,3,2,1,Condominium,"Built-up : 1,400 sq. ft.",Partly Furnished
"Salak Selatan, Kuala Lumpur",450000.0,2,2,1,Condominium,Built-up : 862 sq. ft.,Partly Furnished
"Taman Desa, Kuala Lumpur",630000.0,3,2,1,Condominium,Built-up : 935 sq. ft.,Fully Furnished
"Ampang, Kuala Lumpur",398000.0,2,2,1,Condominium,Built-up : 430 sq. ft.,Unfurnished
"Dutamas, Kuala Lumpur",950000.0,1,1,1,Condominium,Built-up : 950 sq. ft.,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",720000.0,4,4,2,Condominium,"Built-up : 1,483 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",4609500.0,4,4,2,Condominium,"Built-up : 2,195 sq. ft.",Partly Furnished
"Kuchai Lama, Kuala Lumpur",348000.0,3,2,1,Condominium,Built-up : 969 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur",999000.0,5,4,2,Condominium,"Built-up : 2,002 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",850000.0,4,3,2,Condominium,"Built-up : 1,828 sq. ft.",Partly Furnished
"Bukit Tunku (Kenny Hills), Kuala Lumpur",4680000.0,9,8,4,Condominium,"Built-up : 6,268 sq. ft.",Partly Furnished
"Bangsar, Kuala Lumpur",16000000.0,9,8,6,Luxury,Land area : 6507 sq. ft.,Fully Furnished
"Mont Kiara, Kuala Lumpur",930000.0,4,3,2,Condominium,"Built-up : 1,828 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",1200000.0,4,4,2,Condominium,"Built-up : 1,927 sq. ft.",Fully Furnished
"Jalan Ipoh, Kuala Lumpur",615000.0,3,2,2,Condominium,"Built-up : 1,071 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",6547700.0,7,8,5,Condominium,"Built-up : 7,985 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",3257860.0,5,6,3,Condominium,"Built-up : 3,973 sq. ft.",Partly Furnished
"Jalan Ipoh, Kuala Lumpur",1250000.0,4,3,4,Landed,"Built-up : 2,800 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",3000000.0,6,6,3,Condominium,"Built-up : 3,729 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",1600000.0,4,3,2,Apartment,"Built-up : 1,894 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",800000.0,3,2,4,Condominium,"Built-up : 1,700 sq. ft.",Unfurnished
"Cheras, Kuala Lumpur",830000.0,2,2,1,Apartment,Built-up : 947 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",1590000.0,4,3,2,Apartment,"Built-up : 1,894 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",775000.0,5,3,2,Landed,Land area : 22x70 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur",1330000.0,3,2,2,Condominium,"Built-up : 1,200 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",1580000.0,4,4,2,Condominium,"Built-up : 1,496 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",1450000.0,2,2,1,Condominium,"Built-up : 1,030 sq. ft.",Fully Furnished
"Salak Selatan, Kuala Lumpur",520000.0,2,2,2,Condominium,Built-up : 896 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur",1810000.0,4,4,3,Condominium,"Built-up : 4,110 sq. ft.",Fully Furnished
"Bangsar, Kuala Lumpur",1200000.0,2,2,1,Condominium,Built-up : 980 sq. ft.,Fully Furnished
"Bangsar, Kuala Lumpur",710000.0,0,1,1,Condominium,Built-up : 441 sq. ft.,Fully Furnished
"Bangsar, Kuala Lumpur",630000.0,0,1,1,Condominium,Built-up : 441 sq. ft.,Fully Furnished
"Bangsar, Kuala Lumpur",1260000.0,2,2,1,Condominium,Built-up : 980 sq. ft.,Fully Furnished
"Kuchai Lama, Kuala Lumpur",600000.0,3,2,2,Condominium,"Built-up : 1,313 sq. ft.",Partly Furnished
"Pantai, Kuala Lumpur",550000.0,3,2,1,Condominium,"Built-up : 1,185 sq. ft.",Partly Furnished
"Pantai, Kuala Lumpur",800000.0,3,2,2,Condominium,"Built-up : 1,350 sq. ft.",Partly Furnished
"Sungai Besi, Kuala Lumpur",869000.0,5,5,3,Condominium,"Built-up : 2,117 sq. ft.",Fully Furnished
"Batu Caves, Kuala Lumpur",608000.0,2,2,2,Condominium,Built-up : 861 sq. ft.,Partly Furnished
"Setapak, Kuala Lumpur",500000.0,3,2,2,Condominium,"Built-up : 1,280 sq. ft.",Partly Furnished
"Setapak, Kuala Lumpur",540000.0,4,2,2,Condominium,"Built-up : 1,473 sq. ft.",Unfurnished
"Setapak, Kuala Lumpur",540000.0,3,2,2,Condominium,"Built-up : 1,100 sq. ft.",Partly Furnished
"Wangsa Maju, Kuala Lumpur",300000.0,1,1,1,Condominium,Built-up : 495 sq. ft.,Partly Furnished
"Taman Desa, Kuala Lumpur",300000.0,3,2,1,Condominium,Built-up : 714 sq. ft.,Partly Furnished
"City Centre, Kuala Lumpur",560000.0,0,1,1,Condominium,Built-up : 521 sq. ft.,Fully Furnished
"KLCC, Kuala Lumpur",1350000.0,1,2,1,Condominium,"Built-up : 1,103 sq. ft.",Fully Furnished
"Bukit Jalil, Kuala Lumpur",318000.0,2,2,1,Condominium,Built-up : 775 sq. ft.,Partly Furnished
"Ampang, Kuala Lumpur",1600000.0,5,6,2,Landed,Land area : 3200 sq. ft.,Partly Furnished
"Ampang, Kuala Lumpur",990000.0,5,6,2,Landed,Land area : 1700 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur",360000.0,3,2,1,Apartment,Land area : 1079 sq. ft.,Unfurnished
"Taman Desa, Kuala Lumpur",447000.0,1,1,1,Condominium,Built-up : 578 sq. ft.,Unfurnished
"Mont Kiara, Kuala Lumpur",818000.0,3,2,1,Condominium,"Built-up : 1,248 sq. ft.",Fully Furnished
"Bangsar, Kuala Lumpur",734388.0,0,1,1,Condominium,Built-up : 441 sq. ft.,Fully Furnished
"KLCC, Kuala Lumpur",1850000.0,4,3,1,Condominium,"Built-up : 1,453 sq. ft.",Fully Furnished
"Kepong, Kuala Lumpur",300000.0,3,2,1,Apartment,Built-up : 825 sq. ft.,Partly Furnished
"KL City, Kuala Lumpur",420000.0,3,2,1,Condominium,Built-up : 860 sq. ft.,Unfurnished
"Cheras, Kuala Lumpur",318000.0,3,2,1,Condominium,Built-up : 988 sq. ft.,Unfurnished
"Mont Kiara, Kuala Lumpur",3800000.0,5,5,3,Condominium,"Built-up : 4,090 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur",690000.0,2,2,2,Condominium,"Built-up : 1,038 sq. ft.",Partly Furnished
"Bukit Jalil, Kuala Lumpur",2200000.0,5,4,2,Condominium,"Built-up : 2,563 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",675000.0,3,2,2,Condominium,"Built-up : 1,050 sq. ft.",Partly Furnished
"KL City, Kuala Lumpur",417000.0,3,2,2,Condominium,Built-up : 926 sq. ft.,Unfurnished
"Dutamas, Kuala Lumpur",1110000.0,4,5,2,Condominium,"Built-up : 1,876 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur",1040000.0,4,4,2,Condominium,"Built-up : 1,710 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur",1212600.0,4,5,2,Condominium,"Built-up : 1,944 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur",1190850.0,4,5,2,Condominium,"Built-up : 2,012 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur",1198350.0,4,5,2,Condominium,"Built-up : 2,013 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur",1292850.0,4,5,2,Condominium,"Built-up : 1,974 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",750000.0,3,2,1,Condominium,"Built-up : 1,048 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",3300000.0,7,6,2,Luxury,Land area : 6600 sq. ft.,Fully Furnished
"Desa ParkCity, Kuala Lumpur",1280000.0,3,2,2,Condominium,"Built-up : 1,377 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",4197100.0,3,3,2,Condominium,"Built-up : 1,786 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur",5500000.0,5,6,4,Landed,Land area : 4434 sq. ft.,Fully Furnished
"Sungai Besi, Kuala Lumpur",479000.0,3,2,2,Condominium,Built-up : 850 sq. ft.,Fully Furnished
"Sungai Besi, Kuala Lumpur",375000.0,2,2,1,Condominium,Built-up : 650 sq. ft.,Fully Furnished
"Kuchai Lama, Kuala Lumpur",430000.0,3,2,1,Condominium,"Built-up : 1,097 sq. ft.",Partly Furnished
"Bukit Jalil, Kuala Lumpur",580000.0,3,2,2,Condominium,"Built-up : 1,100 sq. ft.",Unfurnished
"Bukit Jalil, Kuala Lumpur",650000.0,4,2,2,Condominium,"Built-up : 1,300 sq. ft.",Unfurnished
"Desa ParkCity, Kuala Lumpur",790000.0,2,1,1,Condominium,Built-up : 915 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur",2000000.0,4,3,3,Condominium,"Built-up : 1,948 sq. ft.",Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur",830000.0,3,3,1,Townhouse,Land area : 1350 sq. ft.,Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",898000.0,4,4,2,Condominium,"Built-up : 1,663 sq. ft.",Fully Furnished
"Sri Petaling, Kuala Lumpur",638000.0,3,2,2,Condominium,"Built-up : 1,278 sq. ft.",Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur",1300000.0,3,2,2,Condominium,"Built-up : 1,580 sq. ft.",Partly Furnished
"Kuchai Lama, Kuala Lumpur",300000.0,3,2,1,Apartment,Built-up : 820 sq. ft.,Unfurnished
"Kepong, Kuala Lumpur",360000.0,3,2,1,Apartment,"Built-up : 1,079 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",3910000.0,5,5,8,Condominium,"Built-up : 6,503 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",14500000.0,13,12,6,Luxury,Land area : 18137 sq. ft.,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",2180000.0,4,4,4,Condominium,"Built-up : 3,920 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",450000.0,2,2,1,Condominium,"Built-up : 1,000 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",220000.0,3,1,1,Apartment,Built-up : 720 sq. ft.,Unfurnished
"Bukit Bintang, Kuala Lumpur",500000.0,1,1,1,Condominium,Built-up : 522 sq. ft.,Fully Furnished
"Kuchai Lama, Kuala Lumpur",1720000.0,5,4,2,Landed,Land area : 20x70 sq. ft.,Unfurnished
"Kuchai Lama, Kuala Lumpur",2200000.0,5,4,2,Landed,Land area : 26x70 sq. ft.,Unfurnished
"Kuchai Lama, Kuala Lumpur",1550000.0,5,3,2,Landed,Land area : 20x70 sq. ft.,Unfurnished
"Desa ParkCity, Kuala Lumpur",2350000.0,4,4,2,Landed,"Built-up : 2,500 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",630000.0,4,4,2,Condominium,"Built-up : 1,248 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",700000.0,4,4,2,Condominium,"Built-up : 1,386 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur",830000.0,3,2,1,Condominium,"Built-up : 1,268 sq. ft.",Fully Furnished
"Ampang Hilir, Kuala Lumpur",1200000.0,4,3,2,Townhouse,"Built-up : 1,650 sq. ft.",Unfurnished
"Ampang Hilir, Kuala Lumpur",1300000.0,2,2,2,Townhouse,"Built-up : 2,200 sq. ft.",Partly Furnished
"Ampang Hilir, Kuala Lumpur",1280000.0,2,2,2,Townhouse,"Built-up : 2,200 sq. ft.",Partly Furnished
"Ampang Hilir, Kuala Lumpur",1250000.0,4,3,2,Townhouse,"Built-up : 1,650 sq. ft.",Fully Furnished
"KL City, Kuala Lumpur",450000.0,3,2,1,Condominium,"Built-up : 1,065 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",680000.0,4,3,2,Condominium,"Built-up : 1,424 sq. ft.",Partly Furnished
"Ampang, Kuala Lumpur",1800000.0,4,2,1,Condominium,"Built-up : 1,800 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur",620000.0,2,1,2,Condominium,Built-up : 750 sq. ft.,Fully Furnished
"KLCC, Kuala Lumpur",830000.0,1,1,1,Condominium,Built-up : 583 sq. ft.,Fully Furnished
"OUG, Kuala Lumpur",600000.0,3,3,2,Townhouse,"Built-up : 1,680 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",3330000.0,3,3,1,Condominium,"Built-up : 2,789 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",2670000.0,2,2,1,Condominium,"Built-up : 1,114 sq. ft.",Fully Furnished
"Kepong, Kuala Lumpur",1480000.0,4,3,3,Landed,Land area : 44x80 sq. ft.,Partly Furnished
"Segambut, Kuala Lumpur",336000.0,3,2,1,Apartment,"Built-up : 1,009 sq. ft.",Partly Furnished
"Other, Kuala Lumpur",730000.0,4,3,3,Landed,Land area : 22x75 sq. ft.,Partly Furnished
"Sri Hartamas, Kuala Lumpur",450000.0,4,3,3,Condominium,Built-up : 595 sq. ft.,Fully Furnished
"Kepong, Kuala Lumpur",570000.0,3,2,2,Landed,Land area : 16x55 sq. ft.,Unfurnished
"Cheras, Kuala Lumpur",968888.0,5,4,2,Condominium,"Built-up : 1,808 sq. ft.",Fully Furnished
"Cheras, Kuala Lumpur",455000.0,3,2,3,Condominium,Land area : 926 sq. ft.,Partly Furnished
"Bangsar, Kuala Lumpur",2400000.0,6,6,3,Condominium,"Built-up : 3,509 sq. ft.",Partly Furnished
"Bangsar, Kuala Lumpur",1900000.0,5,5,2,Condominium,"Built-up : 2,479 sq. ft.",Partly Furnished
"Sri Hartamas, Kuala Lumpur",495000.0,1,1,1,Condominium,Built-up : 435 sq. ft.,Partly Furnished
"Seputeh, Kuala Lumpur",650000.0,2,2,1,Condominium,"Built-up : 1,067 sq. ft.",Fully Furnished
"Setiawangsa, Kuala Lumpur",2300000.0,4,5,5,Luxury,Land area : 4000 sq. ft.,Partly Furnished
"Wangsa Maju, Kuala Lumpur",620000.0,4,2,2,Condominium,"Built-up : 1,515 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",1050000.0,2,2,1,Condominium,Built-up : 926 sq. ft.,Fully Furnished
"Cheras, Kuala Lumpur",680000.0,4,3,5,Landed,Land area : 1300 sq. ft.,Partly Furnished
"Bandar Menjalara, Kuala Lumpur",630000.0,3,2,2,Condominium,"Built-up : 1,250 sq. ft.",Fully Furnished
"Jalan Kuching, Kuala Lumpur",450000.0,1,1,1,Condominium,Built-up : 563 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur",619000.0,1,1,2,Condominium,Built-up : 462 sq. ft.,Fully Furnished
"Damansara Heights, Kuala Lumpur",12000000.0,5,5,4,Luxury,Land area : 9500 sq. ft.,Partly Furnished
"Damansara Heights, Kuala Lumpur",6500000.0,6,6,4,Luxury,Land area : 7000 sq. ft.,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",380000.0,3,2,1,Condominium,Built-up : 950 sq. ft.,Partly Furnished
"Sri Hartamas, Kuala Lumpur",4500000.0,6,5,4,Landed,Land area : 4000 sq. ft.,Partly Furnished
"OUG, Kuala Lumpur",1370000.0,5,3,3,Landed,"Built-up : 3,000 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",395000.0,3,2,1,Condominium,Built-up : 927 sq. ft.,Unfurnished
"Bukit Jalil, Kuala Lumpur",350000.0,3,2,1,Apartment,Built-up : 818 sq. ft.,Fully Furnished
"Cheras, Kuala Lumpur",440000.0,3,2,1,Condominium,"Built-up : 1,011 sq. ft.",Partly Furnished
"Bukit Jalil, Kuala Lumpur",648000.0,3,3,2,Condominium,"Built-up : 1,293 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",400000.0,4,2,1,Condominium,"Built-up : 1,101 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",450000.0,3,2,1,Condominium,Built-up : 927 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",300000.0,3,2,1,Apartment,Built-up : 750 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",1000000.0,4,3,2,Landed,Land area : 20x80 sq. ft.,Partly Furnished
"Dutamas, Kuala Lumpur",1400000.0,5,4,2,Condominium,"Built-up : 3,000 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",2250000.0,3,2,1,Condominium,"Built-up : 1,302 sq. ft.",Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",720000.0,4,2,2,Condominium,"Built-up : 1,092 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",350000.0,3,2,2,Condominium,Built-up : 920 sq. ft.,Partly Furnished
"Ampang, Kuala Lumpur",2000000.0,3,3,2,Condominium,"Built-up : 1,259 sq. ft.",Partly Furnished
"Wangsa Maju, Kuala Lumpur",480000.0,3,2,2,Condominium,Built-up : 880 sq. ft.,Partly Furnished
"Jalan Ipoh, Kuala Lumpur",2580000.0,6,6,4,Landed,Land area : 38x93 sq. ft.,Unfurnished
"Kepong, Kuala Lumpur",1320000.0,6,4,3,Landed,Land area : 20x70 sq. ft.,Unfurnished
"Taman Desa, Kuala Lumpur",798000.0,2,2,2,Condominium,"Built-up : 1,279 sq. ft.",Fully Furnished
"Jalan Ipoh, Kuala Lumpur",2680000.0,7,7,4,Landed,Land area : 38x93 sq. ft.,Partly Furnished
"Batu Caves, Kuala Lumpur",645000.0,2,2,1,Condominium,Land area : 861 sq. ft.,Partly Furnished
"Jalan Ipoh, Kuala Lumpur",680000.0,4,3,2,Landed,Land area : 22x65 sq. ft.,Unfurnished
"Jalan Sultan Ismail, Kuala Lumpur",515000.0,0,1,1,Condominium,Built-up : 500 sq. ft.,Fully Furnished
"KLCC, Kuala Lumpur",2300000.0,4,5,2,Condominium,"Built-up : 3,337 sq. ft.",Fully Furnished
"Setapak, Kuala Lumpur",600000.0,4,2,2,Landed,Land area : 20x70 sq. ft.,Fully Furnished
"Setapak, Kuala Lumpur",500000.0,3,2,2,Landed,Land area : 20x65 sq. ft.,Partly Furnished
"Taman Desa, Kuala Lumpur",498000.0,4,2,1,Condominium,"Built-up : 1,210 sq. ft.",Partly Furnished
"Kepong, Kuala Lumpur",538000.0,3,2,1,Condominium,"Built-up : 1,074 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",1180000.0,3,2,2,Condominium,"Built-up : 1,550 sq. ft.",Fully Furnished
"Bukit Jalil, Kuala Lumpur",1350000.0,4,3,2,Condominium,"Built-up : 1,700 sq. ft.",Fully Furnished
"Kepong, Kuala Lumpur",280000.0,3,2,1,Apartment,Built-up : 850 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",390000.0,3,2,1,Condominium,Built-up : 819 sq. ft.,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",660000.0,3,2,2,Condominium,"Built-up : 1,094 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur",1080000.0,3,2,1,Condominium,"Built-up : 1,145 sq. ft.",Fully Furnished
"Bukit Jalil, Kuala Lumpur",565000.0,3,2,2,Condominium,"Built-up : 1,100 sq. ft.",Unfurnished
"KLCC, Kuala Lumpur",2480000.0,4,5,2,Condominium,"Built-up : 3,335 sq. ft.",Fully Furnished
"Kuchai Lama, Kuala Lumpur",700000.0,4,3,2,Condominium,"Built-up : 1,496 sq. ft.",Fully Furnished
"Bangsar, Kuala Lumpur",1480000.0,3,2,1,Condominium,"Built-up : 1,511 sq. ft.",Fully Furnished
"Bukit Tunku (Kenny Hills), Kuala Lumpur",15000000.0,7,8,6,Luxury,Land area : 19700 sq. ft.,Partly Furnished
"Damansara Heights, Kuala Lumpur",2550000.0,4,4,2,Landed,Land area : 22x75 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur",1330000.0,5,4,2,Condominium,"Built-up : 2,208 sq. ft.",Fully Furnished
"Bukit Jalil, Kuala Lumpur",598000.0,3,2,2,Condominium,"Built-up : 1,100 sq. ft.",Unfurnished
"Cheras, Kuala Lumpur",700000.0,2,2,1,Condominium,Built-up : 800 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",1100000.0,5,5,2,Landed,Land area : 40x70 sq. ft.,Unfurnished
"Bandar Damai Perdana, Kuala Lumpur",590000.0,4,3,2,Landed,Land area : 20x70 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",370000.0,3,2,1,Condominium,Built-up : 950 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",3700000.0,7,6,6,Landed,Land area : 40x110(4400sf) sq. ft.,Fully Furnished
"Bangsar South, Kuala Lumpur",510000.0,2,1,1,Apartment,Land area : 592 sq. ft.,Partly Furnished
"Bangsar South, Kuala Lumpur",348000.0,0,1,1,Apartment,Land area : 452 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur",2700000.0,5,3,4,Landed,Land area : 4004 sq. ft.,Partly Furnished
"OUG, Kuala Lumpur",555000.0,3,3,2,Townhouse,"Built-up : 1,684 sq. ft.",Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",2400000.0,5,5,6,Condominium,"Built-up : 5,148 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",2260000.0,3,2,2,Condominium,"Built-up : 1,518 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",2210000.0,3,2,2,Condominium,"Built-up : 1,464 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",4570000.0,5,6,3,Condominium,"Built-up : 3,973 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",730000.0,4,3,1,Landed,Land area : 1539 sq. ft.,Partly Furnished
"Ampang, Kuala Lumpur",570000.0,1,1,1,Condominium,Built-up : 706 sq. ft.,Fully Furnished
"Sri Petaling, Kuala Lumpur",1400000.0,5,4,2,Landed,Land area : 23x100 sq. ft.,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",620000.0,4,4,2,Condominium,Land area : 1228 sq. ft.,Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",925000.0,4,2,2,Condominium,"Built-up : 1,523 sq. ft.",Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",560000.0,4,4,1,Condominium,Land area : 1265 sq. ft.,Unfurnished
"Seputeh, Kuala Lumpur",15000000.0,7,7,6,Luxury,"Land area : 12,000 sq. ft.",Unfurnished
"Segambut, Kuala Lumpur",1080000.0,4,2,2,Landed,Land area : 20x70 sq. ft.,Partly Furnished
"Sri Hartamas, Kuala Lumpur",3200000.0,5,6,3,Condominium,"Built-up : 3,660 sq. ft.",Partly Furnished
"Ampang, Kuala Lumpur",950000.0,2,2,1,Condominium,Built-up : 886 sq. ft.,Fully Furnished
"Titiwangsa, Kuala Lumpur",720000.0,3,2,1,Condominium,"Built-up : 1,100 sq. ft.",Fully Furnished
"Bandar Menjalara, Kuala Lumpur",3600000.0,5,5,2,Landed,Land area : 4500 sq. ft.,Partly Furnished
"Bandar Menjalara, Kuala Lumpur",3380000.0,5,5,2,Landed,Land area : 45x90 sq. ft.,Partly Furnished
"Kuchai Lama, Kuala Lumpur",488888.0,3,2,1,Condominium,Built-up : 953 sq. ft.,Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",560000.0,3,2,1,Condominium,"Built-up : 1,215 sq. ft.",Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",970000.0,5,4,3,Condominium,"Built-up : 1,710 sq. ft.",Fully Furnished
"Sri Petaling, Kuala Lumpur",2500000.0,5,5,3,Landed,Land area : 4000 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur",2800000.0,7,6,5,Condominium,Land area : 4530 sq. ft.,Partly Furnished
